Product_id,Review_count,Average_sentiment
31,10,1.0
949,10,1.0
1,10,0.9
73,10,0.9
251,10,0.9
523,10,0.9
535,10,0.9
561,10,0.9
566,10,0.9
716,10,0.9
91,10,0.8
114,10,0.8
141,10,0.8
193,10,0.8
228,10,0.8
232,10,0.8
312,10,0.8
333,10,0.8
415,10,0.8
436,10,0.8
505,10,0.8
518,10,0.8
596,10,0.8
618,10,0.8
688,10,0.8
711,10,0.8
715,10,0.8
744,10,0.8
751,10,0.8
759,10,0.8
935,10,0.8
947,10,0.8
1040,10,0.8
1062,10,0.8
1090,10,0.8
1092,10,0.8
1105,10,0.8
1173,10,0.8
15,10,0.7
52,10,0.7
53,10,0.7
60,10,0.7
68,10,0.7
77,10,0.7
83,10,0.7
100,10,0.7
111,10,0.7
125,10,0.7
142,10,0.7
153,10,0.7
158,10,0.7
171,10,0.7
184,10,0.7
198,10,0.7
237,10,0.7
240,10,0.7
243,10,0.7
254,10,0.7
273,10,0.7
284,10,0.7
295,10,0.7
299,10,0.7
300,10,0.7
306,10,0.7
316,10,0.7
319,10,0.7
324,10,0.7
357,10,0.7
358,10,0.7
374,10,0.7
393,10,0.7
394,10,0.7
424,10,0.7
433,10,0.7
449,10,0.7
454,10,0.7
472,10,0.7
473,10,0.7
476,10,0.7
480,10,0.7
484,10,0.7
495,10,0.7
500,10,0.7
507,10,0.7
532,10,0.7
544,10,0.7
551,10,0.7
552,10,0.7
563,10,0.7
592,10,0.7
614,10,0.7
617,10,0.7
643,10,0.7
652,10,0.7
681,10,0.7
713,10,0.7
727,10,0.7
758,10,0.7
761,10,0.7
785,10,0.7
791,10,0.7
811,10,0.7
821,10,0.7
851,10,0.7
862,10,0.7
883,10,0.7
886,10,0.7
918,10,0.7
922,10,0.7
945,10,0.7
960,10,0.7
976,10,0.7
983,10,0.7
1000,10,0.7
1012,10,0.7
1013,10,0.7
1022,10,0.7
1104,10,0.7
1130,10,0.7
1146,10,0.7
1162,10,0.7
1176,10,0.7
1183,10,0.7
1187,10,0.7
1197,10,0.7
1198,10,0.7
1200,10,0.7
1204,10,0.7
1215,10,0.7
3,10,0.6
7,10,0.6
8,10,0.6
44,10,0.6
58,10,0.6
66,10,0.6
75,10,0.6
78,10,0.6
97,10,0.6
101,10,0.6
110,10,0.6
123,10,0.6
124,10,0.6
127,10,0.6
130,10,0.6
131,10,0.6
139,10,0.6
145,10,0.6
148,10,0.6
149,10,0.6
155,10,0.6
156,10,0.6
157,10,0.6
164,10,0.6
176,10,0.6
179,10,0.6
180,10,0.6
181,10,0.6
183,10,0.6
199,10,0.6
200,10,0.6
202,10,0.6
214,10,0.6
218,10,0.6
222,10,0.6
227,10,0.6
238,10,0.6
246,10,0.6
247,10,0.6
250,10,0.6
253,10,0.6
255,10,0.6
257,10,0.6
261,10,0.6
264,10,0.6
272,10,0.6
286,10,0.6
292,10,0.6
307,10,0.6
315,10,0.6
321,10,0.6
329,10,0.6
336,10,0.6
338,10,0.6
346,10,0.6
353,10,0.6
360,10,0.6
367,10,0.6
375,10,0.6
386,10,0.6
387,10,0.6
398,10,0.6
402,10,0.6
404,10,0.6
413,10,0.6
414,10,0.6
425,10,0.6
429,10,0.6
430,10,0.6
431,10,0.6
434,10,0.6
448,10,0.6
453,10,0.6
459,10,0.6
461,10,0.6
483,10,0.6
486,10,0.6
488,10,0.6
492,10,0.6
493,10,0.6
501,10,0.6
515,10,0.6
528,10,0.6
542,10,0.6
545,10,0.6
558,10,0.6
567,10,0.6
570,10,0.6
573,10,0.6
582,10,0.6
589,10,0.6
590,10,0.6
601,10,0.6
606,10,0.6
621,10,0.6
623,10,0.6
625,10,0.6
631,10,0.6
637,10,0.6
638,10,0.6
649,10,0.6
651,10,0.6
659,10,0.6
661,10,0.6
666,10,0.6
671,10,0.6
673,10,0.6
674,10,0.6
678,10,0.6
683,10,0.6
685,10,0.6
690,10,0.6
734,10,0.6
746,10,0.6
762,10,0.6
776,10,0.6
778,10,0.6
847,10,0.6
858,10,0.6
864,10,0.6
873,10,0.6
879,10,0.6
882,10,0.6
887,10,0.6
891,10,0.6
893,10,0.6
903,10,0.6
905,10,0.6
910,10,0.6
916,10,0.6
920,10,0.6
921,10,0.6
923,10,0.6
925,10,0.6
933,10,0.6
964,10,0.6
967,10,0.6
968,10,0.6
971,10,0.6
981,10,0.6
982,10,0.6
984,10,0.6
987,10,0.6
992,10,0.6
1003,10,0.6
1024,10,0.6
1032,10,0.6
1048,10,0.6
1052,10,0.6
1057,10,0.6
1074,10,0.6
1079,10,0.6
1108,10,0.6
1109,10,0.6
1111,10,0.6
1120,10,0.6
1121,10,0.6
1126,10,0.6
1129,10,0.6
1132,10,0.6
1139,10,0.6
1141,10,0.6
1143,10,0.6
1153,10,0.6
1155,10,0.6
1156,10,0.6
1164,10,0.6
1171,10,0.6
1181,10,0.6
1184,10,0.6
1190,10,0.6
1202,10,0.6
1213,10,0.6
1214,10,0.6
1216,10,0.6
1219,10,0.6
1221,10,0.6
1224,10,0.6
1226,10,0.6
14,10,0.5
16,10,0.5
22,10,0.5
39,10,0.5
42,10,0.5
46,10,0.5
49,10,0.5
69,10,0.5
84,10,0.5
85,10,0.5
89,10,0.5
94,10,0.5
95,10,0.5
105,10,0.5
117,10,0.5
119,10,0.5
122,10,0.5
128,10,0.5
133,10,0.5
147,10,0.5
168,10,0.5
169,10,0.5
186,10,0.5
190,10,0.5
192,10,0.5
195,10,0.5
205,10,0.5
206,10,0.5
213,10,0.5
223,10,0.5
224,10,0.5
226,10,0.5
231,10,0.5
234,10,0.5
236,10,0.5
248,10,0.5
258,10,0.5
266,10,0.5
268,10,0.5
269,10,0.5
270,10,0.5
271,10,0.5
277,10,0.5
281,10,0.5
283,10,0.5
287,10,0.5
288,10,0.5
293,10,0.5
301,10,0.5
305,10,0.5
310,10,0.5
345,10,0.5
355,10,0.5
364,10,0.5
368,10,0.5
369,10,0.5
378,10,0.5
384,10,0.5
388,10,0.5
405,10,0.5
407,10,0.5
411,10,0.5
419,10,0.5
421,10,0.5
422,10,0.5
435,10,0.5
452,10,0.5
457,10,0.5
460,10,0.5
466,10,0.5
469,10,0.5
474,10,0.5
475,10,0.5
487,10,0.5
490,10,0.5
496,10,0.5
513,10,0.5
520,10,0.5
526,10,0.5
527,10,0.5
531,10,0.5
547,10,0.5
550,10,0.5
568,10,0.5
571,10,0.5
574,10,0.5
576,10,0.5
584,10,0.5
595,10,0.5
607,10,0.5
616,10,0.5
619,10,0.5
624,10,0.5
630,10,0.5
632,10,0.5
641,10,0.5
646,10,0.5
648,10,0.5
660,10,0.5
662,10,0.5
669,10,0.5
676,10,0.5
682,10,0.5
686,10,0.5
698,10,0.5
701,10,0.5
702,10,0.5
708,10,0.5
709,10,0.5
714,10,0.5
731,10,0.5
733,10,0.5
735,10,0.5
737,10,0.5
739,10,0.5
740,10,0.5
741,10,0.5
743,10,0.5
750,10,0.5
752,10,0.5
757,10,0.5
765,10,0.5
766,10,0.5
768,10,0.5
780,10,0.5
805,10,0.5
819,10,0.5
828,10,0.5
831,10,0.5
836,10,0.5
838,10,0.5
841,10,0.5
863,10,0.5
869,10,0.5
872,10,0.5
880,10,0.5
885,10,0.5
894,10,0.5
904,10,0.5
911,10,0.5
917,10,0.5
928,10,0.5
942,10,0.5
943,10,0.5
951,10,0.5
952,10,0.5
963,10,0.5
989,10,0.5
990,10,0.5
997,10,0.5
1005,10,0.5
1008,10,0.5
1009,10,0.5
1010,10,0.5
1035,10,0.5
1037,10,0.5
1049,10,0.5
1050,10,0.5
1051,10,0.5
1073,10,0.5
1075,10,0.5
1078,10,0.5
1094,10,0.5
1115,10,0.5
1128,10,0.5
1144,10,0.5
1166,10,0.5
1170,10,0.5
1174,10,0.5
1192,10,0.5
1194,10,0.5
1195,10,0.5
1203,10,0.5
1207,10,0.5
1218,10,0.5
1220,10,0.5
1222,10,0.5
1230,10,0.5
6,10,0.4
11,10,0.4
17,10,0.4
23,10,0.4
29,10,0.4
30,10,0.4
33,10,0.4
35,10,0.4
36,10,0.4
40,10,0.4
48,10,0.4
57,10,0.4
70,10,0.4
76,10,0.4
90,10,0.4
92,10,0.4
102,10,0.4
106,10,0.4
113,10,0.4
115,10,0.4
134,10,0.4
143,10,0.4
150,10,0.4
165,10,0.4
166,10,0.4
182,10,0.4
201,10,0.4
207,10,0.4
210,10,0.4
217,10,0.4
219,10,0.4
221,10,0.4
229,10,0.4
239,10,0.4
241,10,0.4
245,10,0.4
252,10,0.4
256,10,0.4
259,10,0.4
265,10,0.4
274,10,0.4
275,10,0.4
278,10,0.4
280,10,0.4
285,10,0.4
296,10,0.4
303,10,0.4
304,10,0.4
308,10,0.4
309,10,0.4
314,10,0.4
317,10,0.4
318,10,0.4
323,10,0.4
325,10,0.4
331,10,0.4
334,10,0.4
335,10,0.4
337,10,0.4
339,10,0.4
341,10,0.4
342,10,0.4
344,10,0.4
348,10,0.4
351,10,0.4
361,10,0.4
366,10,0.4
370,10,0.4
380,10,0.4
385,10,0.4
392,10,0.4
399,10,0.4
406,10,0.4
417,10,0.4
423,10,0.4
427,10,0.4
438,10,0.4
442,10,0.4
443,10,0.4
445,10,0.4
450,10,0.4
456,10,0.4
458,10,0.4
470,10,0.4
477,10,0.4
478,10,0.4
489,10,0.4
503,10,0.4
510,10,0.4
514,10,0.4
517,10,0.4
522,10,0.4
525,10,0.4
533,10,0.4
536,10,0.4
537,10,0.4
541,10,0.4
548,10,0.4
549,10,0.4
555,10,0.4
559,10,0.4
562,10,0.4
564,10,0.4
572,10,0.4
578,10,0.4
579,10,0.4
580,10,0.4
581,10,0.4
586,10,0.4
591,10,0.4
594,10,0.4
603,10,0.4
604,10,0.4
605,10,0.4
622,10,0.4
628,10,0.4
633,10,0.4
635,10,0.4
640,10,0.4
656,10,0.4
658,10,0.4
663,10,0.4
672,10,0.4
689,10,0.4
692,10,0.4
693,10,0.4
699,10,0.4
706,10,0.4
720,10,0.4
726,10,0.4
732,10,0.4
736,10,0.4
755,10,0.4
763,10,0.4
772,10,0.4
774,10,0.4
786,10,0.4
789,10,0.4
798,10,0.4
814,10,0.4
817,10,0.4
820,10,0.4
855,10,0.4
857,10,0.4
860,10,0.4
861,10,0.4
867,10,0.4
876,10,0.4
881,10,0.4
884,10,0.4
889,10,0.4
902,10,0.4
908,10,0.4
924,10,0.4
937,10,0.4
941,10,0.4
948,10,0.4
953,10,0.4
954,10,0.4
957,10,0.4
970,10,0.4
972,10,0.4
979,10,0.4
985,10,0.4
986,10,0.4
998,10,0.4
1006,10,0.4
1007,10,0.4
1011,10,0.4
1015,10,0.4
1018,10,0.4
1021,10,0.4
1028,10,0.4
1047,10,0.4
1069,10,0.4
1071,10,0.4
1077,10,0.4
1081,10,0.4
1089,10,0.4
1093,10,0.4
1096,10,0.4
1101,10,0.4
1107,10,0.4
1119,10,0.4
1125,10,0.4
1135,10,0.4
1137,10,0.4
1138,10,0.4
1150,10,0.4
1157,10,0.4
1165,10,0.4
1168,10,0.4
1180,10,0.4
1191,10,0.4
1196,10,0.4
1199,10,0.4
1205,10,0.4
1223,10,0.4
2,10,0.3
5,10,0.3
9,10,0.3
21,10,0.3
28,10,0.3
38,10,0.3
45,10,0.3
47,10,0.3
64,10,0.3
80,10,0.3
104,10,0.3
121,10,0.3
126,10,0.3
129,10,0.3
144,10,0.3
160,10,0.3
161,10,0.3
163,10,0.3
189,10,0.3
191,10,0.3
203,10,0.3
208,10,0.3
209,10,0.3
212,10,0.3
225,10,0.3
233,10,0.3
249,10,0.3
260,10,0.3
262,10,0.3
311,10,0.3
320,10,0.3
322,10,0.3
340,10,0.3
349,10,0.3
352,10,0.3
372,10,0.3
373,10,0.3
377,10,0.3
382,10,0.3
389,10,0.3
396,10,0.3
397,10,0.3
401,10,0.3
409,10,0.3
420,10,0.3
440,10,0.3
444,10,0.3
462,10,0.3
463,10,0.3
465,10,0.3
467,10,0.3
479,10,0.3
491,10,0.3
511,10,0.3
529,10,0.3
530,10,0.3
538,10,0.3
557,10,0.3
569,10,0.3
575,10,0.3
597,10,0.3
611,10,0.3
615,10,0.3
629,10,0.3
636,10,0.3
639,10,0.3
645,10,0.3
653,10,0.3
654,10,0.3
655,10,0.3
657,10,0.3
680,10,0.3
684,10,0.3
691,10,0.3
700,10,0.3
703,10,0.3
725,10,0.3
742,10,0.3
777,10,0.3
783,10,0.3
784,10,0.3
800,10,0.3
801,10,0.3
803,10,0.3
822,10,0.3
824,10,0.3
825,10,0.3
839,10,0.3
859,10,0.3
868,10,0.3
871,10,0.3
874,10,0.3
875,10,0.3
892,10,0.3
906,10,0.3
915,10,0.3
927,10,0.3
929,10,0.3
931,10,0.3
996,10,0.3
1020,10,0.3
1023,10,0.3
1025,10,0.3
1060,10,0.3
1123,10,0.3
1148,10,0.3
1152,10,0.3
1161,10,0.3
1163,10,0.3
1172,10,0.3
1206,10,0.3
1208,10,0.3
1210,10,0.3
1211,10,0.3
1227,10,0.3
1228,10,0.3
20,10,0.2
61,10,0.2
62,10,0.2
63,10,0.2
118,10,0.2
136,10,0.2
185,10,0.2
204,10,0.2
230,10,0.2
244,10,0.2
282,10,0.2
289,10,0.2
356,10,0.2
437,10,0.2
446,10,0.2
464,10,0.2
499,10,0.2
554,10,0.2
587,10,0.2
588,10,0.2
599,10,0.2
665,10,0.2
697,10,0.2
748,10,0.2
773,10,0.2
799,10,0.2
813,10,0.2
877,10,0.2
973,10,0.2
974,10,0.2
999,10,0.2
1058,10,0.2
1086,10,0.2
1134,10,0.2
1147,10,0.2
1159,10,0.2
1212,10,0.2
1229,10,0.2
43,10,0.1
54,10,0.1
81,10,0.1
86,10,0.1
87,10,0.1
162,10,0.1
302,10,0.1
428,10,0.1
482,10,0.1
710,10,0.0
96,9,0.8888888888888888
944,9,0.7777777777777778
1084,9,0.7777777777777778
18,9,0.6666666666666666
1145,9,0.6666666666666666
216,9,0.5555555555555556
412,9,0.5555555555555556
451,9,0.5555555555555556
679,9,0.5555555555555556
812,9,0.5555555555555556
1029,9,0.5555555555555556
1118,9,0.5555555555555556
1127,9,0.5555555555555556
1136,9,0.5555555555555556
137,9,0.4444444444444444
403,9,0.4444444444444444
1038,9,0.4444444444444444
1099,9,0.4444444444444444
1154,9,0.4444444444444444
788,9,0.2222222222222222
140,8,0.75
613,8,0.75
347,8,0.625
612,8,0.625
833,8,0.625
854,8,0.625
112,8,0.5
197,8,0.5
749,8,0.5
793,8,0.5
1186,8,0.5
1189,8,0.5
154,8,0.375
332,8,0.375
506,8,0.375
787,8,0.375
878,8,0.375
934,8,0.375
362,8,0.25
826,8,0.25
498,7,0.8571428571428571
627,7,0.7142857142857143
975,7,0.7142857142857143
978,7,0.7142857142857143
1001,7,0.7142857142857143
98,7,0.5714285714285714
132,7,0.5714285714285714
418,7,0.5714285714285714
668,7,0.5714285714285714
707,7,0.5714285714285714
956,7,0.5714285714285714
991,7,0.5714285714285714
1002,7,0.5714285714285714
1039,7,0.5714285714285714
1097,7,0.5714285714285714
1116,7,0.5714285714285714
276,7,0.42857142857142855
609,7,0.42857142857142855
745,7,0.42857142857142855
754,7,0.42857142857142855
807,7,0.42857142857142855
1014,7,0.42857142857142855
1017,7,0.42857142857142855
1112,7,0.42857142857142855
1122,7,0.42857142857142855
12,7,0.2857142857142857
170,7,0.2857142857142857
294,7,0.2857142857142857
585,7,0.2857142857142857
667,7,0.2857142857142857
753,7,0.2857142857142857
1034,7,0.2857142857142857
1082,7,0.2857142857142857
1131,7,0.2857142857142857
1140,7,0.2857142857142857
1158,7,0.2857142857142857
994,7,0.14285714285714285
1149,7,0.14285714285714285
712,6,1.0
509,6,0.8333333333333334
747,6,0.8333333333333334
343,6,0.6666666666666666
524,6,0.6666666666666666
865,6,0.6666666666666666
940,6,0.6666666666666666
946,6,0.6666666666666666
988,6,0.6666666666666666
1054,6,0.6666666666666666
1068,6,0.6666666666666666
175,6,0.5
379,6,0.5
383,6,0.5
410,6,0.5
455,6,0.5
508,6,0.5
610,6,0.5
898,6,0.5
993,6,0.5
24,6,0.3333333333333333
719,6,0.3333333333333333
843,6,0.3333333333333333
977,6,0.3333333333333333
1016,6,0.3333333333333333
159,6,0.16666666666666666
298,6,0.16666666666666666
363,5,1.0
56,5,0.8
177,5,0.8
235,5,0.8
626,5,0.8
330,5,0.6
354,5,0.6
371,5,0.6
540,5,0.6
593,5,0.6
664,5,0.6
705,5,0.6
718,5,0.6
846,5,0.6
1056,5,0.6
291,5,0.4
565,5,0.4
602,5,0.4
764,5,0.4
810,5,0.4
1027,5,0.4
1072,5,0.4
267,5,0.2
695,5,0.2
888,5,0.2
794,5,0.0
808,4,1.0
19,4,0.75
25,4,0.75
297,4,0.75
326,4,0.75
494,4,0.75
516,4,0.75
583,4,0.75
642,4,0.75
647,4,0.75
650,4,0.75
687,4,0.75
790,4,0.75
795,4,0.75
804,4,0.75
806,4,0.75
842,4,0.75
866,4,0.75
896,4,0.75
926,4,0.75
1030,4,0.75
1167,4,0.75
1175,4,0.75
51,4,0.5
187,4,0.5
327,4,0.5
395,4,0.5
447,4,0.5
468,4,0.5
556,4,0.5
598,4,0.5
620,4,0.5
644,4,0.5
677,4,0.5
717,4,0.5
782,4,0.5
797,4,0.5
818,4,0.5
832,4,0.5
848,4,0.5
962,4,0.5
1045,4,0.5
1064,4,0.5
1185,4,0.5
82,4,0.25
194,4,0.25
400,4,0.25
485,4,0.25
608,4,0.25
729,4,0.25
899,4,0.25
1103,4,0.25
1179,4,0.25
675,4,0.0
827,4,0.0
1031,4,0.0
1088,4,0.0
290,3,1.0
416,3,1.0
722,3,1.0
730,3,1.0
823,3,1.0
909,3,1.0
1033,3,1.0
4,3,0.6666666666666666
59,3,0.6666666666666666
65,3,0.6666666666666666
71,3,0.6666666666666666
408,3,0.6666666666666666
441,3,0.6666666666666666
502,3,0.6666666666666666
694,3,0.6666666666666666
721,3,0.6666666666666666
724,3,0.6666666666666666
769,3,0.6666666666666666
796,3,0.6666666666666666
844,3,0.6666666666666666
852,3,0.6666666666666666
1043,3,0.6666666666666666
1098,3,0.6666666666666666
1182,3,0.6666666666666666
79,3,0.3333333333333333
108,3,0.3333333333333333
350,3,0.3333333333333333
723,3,0.3333333333333333
738,3,0.3333333333333333
792,3,0.3333333333333333
802,3,0.3333333333333333
816,3,0.3333333333333333
913,3,0.3333333333333333
919,3,0.3333333333333333
955,3,0.3333333333333333
961,3,0.3333333333333333
965,3,0.3333333333333333
1042,3,0.3333333333333333
1083,3,0.3333333333333333
1169,3,0.3333333333333333
1178,3,0.3333333333333333
1188,3,0.3333333333333333
242,3,0.0
263,3,0.0
481,3,0.0
497,3,0.0
1177,3,0.0
27,2,1.0
74,2,1.0
93,2,1.0
109,2,1.0
167,2,1.0
211,2,1.0
359,2,1.0
426,2,1.0
432,2,1.0
704,2,1.0
870,2,1.0
1019,2,1.0
1036,2,1.0
1041,2,1.0
1055,2,1.0
1063,2,1.0
1067,2,1.0
1091,2,1.0
10,2,0.5
13,2,0.5
34,2,0.5
41,2,0.5
50,2,0.5
67,2,0.5
152,2,0.5
172,2,0.5
173,2,0.5
178,2,0.5
220,2,0.5
328,2,0.5
553,2,0.5
634,2,0.5
670,2,0.5
728,2,0.5
779,2,0.5
809,2,0.5
815,2,0.5
829,2,0.5
890,2,0.5
914,2,0.5
938,2,0.5
950,2,0.5
966,2,0.5
969,2,0.5
980,2,0.5
995,2,0.5
1004,2,0.5
1044,2,0.5
1061,2,0.5
1070,2,0.5
1076,2,0.5
1085,2,0.5
1106,2,0.5
1114,2,0.5
1117,2,0.5
72,2,0.0
120,2,0.0
138,2,0.0
174,2,0.0
897,2,0.0
1065,2,0.0
1066,2,0.0
1100,2,0.0
1113,2,0.0
32,1,1.0
37,1,1.0
55,1,1.0
99,1,1.0
107,1,1.0
146,1,1.0
196,1,1.0
215,1,1.0
365,1,1.0
376,1,1.0
439,1,1.0
504,1,1.0
519,1,1.0
521,1,1.0
534,1,1.0
543,1,1.0
546,1,1.0
560,1,1.0
577,1,1.0
600,1,1.0
771,1,1.0
830,1,1.0
835,1,1.0
845,1,1.0
850,1,1.0
856,1,1.0
907,1,1.0
912,1,1.0
932,1,1.0
939,1,1.0
958,1,1.0
959,1,1.0
1046,1,1.0
1080,1,1.0
1087,1,1.0
1124,1,1.0
1142,1,1.0
1151,1,1.0
1193,1,1.0
1201,1,1.0
26,1,0.0
88,1,0.0
103,1,0.0
116,1,0.0
135,1,0.0
151,1,0.0
188,1,0.0
279,1,0.0
313,1,0.0
381,1,0.0
390,1,0.0
391,1,0.0
471,1,0.0
512,1,0.0
539,1,0.0
696,1,0.0
756,1,0.0
760,1,0.0
767,1,0.0
770,1,0.0
775,1,0.0
781,1,0.0
834,1,0.0
837,1,0.0
840,1,0.0
849,1,0.0
853,1,0.0
895,1,0.0
900,1,0.0
901,1,0.0
930,1,0.0
936,1,0.0
1026,1,0.0
1053,1,0.0
1059,1,0.0
1095,1,0.0
1102,1,0.0
1110,1,0.0
1133,1,0.0
1160,1,0.0
1209,1,0.0
1217,1,0.0
1225,1,0.0
